City,Zip,Job Description,Member,Unit,Dues,Join Date, Withdrawl Date,Race,Sex,Work Num,Worksite,Age,Employement Duration
PENSACOLA,32514,READING TEACHER   K-5,Y,EEA,64.87,9/22/2011,,W,F,361,MONTCLAIR ELEMENTARY,64,17
PENSACOLA,32505,ESE PK-HANDICAPPED TEACHER,N,EEA,0.0,,,W,F,471,SEMMES ELEMENTARY,49,20
PENSACOLA,32504,CONSULTING TEACHER,Y,EEA,64.87,10/3/2003,,W,F,9207,START/PROFESSIONAL LEARNING,56,30
PENSACOLA,32503,FAMILY/CONSUMER SCIENCE TEACHER-VOC,Y,EEA,64.87,8/26/2009,,B,F,411,PENSACOLA HIGH,63,16
PENSACOLA,32503,ART TEACHER K-5,Y,EEA,64.87,10/13/2008,,W,F,231,CORDOVA PARK ELEMENTARY,52,29
PENSACOLA,32506,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,,,W,F,1241,BLUE ANGELS ELEMENTARY,61,24
PENSACOLA,32526,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,11/19/2008,,W,F,221,RANSOM MIDDLE,52,20
PENSACOLA,32503,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,M,411,PENSACOLA HIGH,58,27
CANTONMENT,32533,LIBRARIAN/MEDIA SPEC  K-5,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,53,24
PENSACOLA,32504,ART TEACHER K-5,N,EEA,0.0,8/20/1998,,W,F,602,HOLM ELEMENTARY,59,23
MILTON,32570,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/28/2007,,W,F,461,SCENIC HEIGHTS ELEMENTARY,54,17
PENSACOLA,32501,PHYSICAL ED TEACHER 6-8,N,EEA,0.0,,,W,F,1291,BEULAH MIDDLE,48,18
PENSACOLA,32526,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,1291,BEULAH MIDDLE,44,18
CENTURY,32535,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,3/10/2008,11/12/2020,W,F,101,BRATT ELEMENTARY,51,18
GULF BREEZE,32563,ART TEACHER K-5,Y,EEA,64.87,3/3/2011,,W,F,1241,BLUE ANGELS ELEMENTARY,48,16
CANTONMENT,32533,ISS/ILR TEACHER 9-12,Y,EEA,64.87,8/27/2018,,W,F,281,ESCAMBIA HIGH,64,19
CANTONMENT,32533,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/20/2007,,W,F,31,JIM ALLEN ELEMENTARY,37,18
CANTONMENT,32533,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,45,17
GONZALEZ,32560,FAMILY/CONSUMER SCIENCE TEACHER 6-8,N,EEA,0.0,8/11/2014,10/11/2020,A,F,221,RANSOM MIDDLE,63,30
MC DAVID,32568,READING TEACHER   9-12,N,EEA,0.0,,,W,F,1251,WEST FLORIDA TECH HIGH,65,17
PENSACOLA,32503,FOREIGN LANGUAGE TEACHER  9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,66,30
PENSACOLA,32504,TSA-DROPOUT PREVENTION,N,EEA,0.0,,,W,M,9304,DROPOUT PREVENTION PROG,51,17
PENSACOLA,32526,DEAN   6-8,N,EEA,0.0,,,W,M,301,FERRY PASS MIDDLE,57,30
WALNUT HILL,32568,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,49,27
PENSACOLA,32507,PHYSICAL ED TEACHER 9-12,N,EEA,0.0,,,W,M,951,WASHINGTON HIGH,62,32
PENSACOLA,32514,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,8/9/2006,,W,F,291,FERRY PASS ELEMENTARY,40,22
CANTONMENT,32533,TSA-INSTRUCTIONAL TRAINING,Y,EEA,64.87,11/28/1994,,W,M,9375,ELEMENTARY EDUCATION,56,27
CANTONMENT,32533,FOREIGN LANGUAGE TEACHER  9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,50,20
PENSACOLA,32506,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/23/2001,,W,F,1241,BLUE ANGELS ELEMENTARY,60,36
PENSACOLA,32505,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,10/4/1994,,B,F,391,OAKCREST ELEMENTARY,62,29
PENSACOLA,32534,DEAN   9-12,Y,EEA,64.87,3/26/2004,,W,M,951,WASHINGTON HIGH,41,17
PENSACOLA,32506,READING TEACHER   6-8,Y,EEA,64.87,8/20/2019,,W,F,1221,BAILEY MIDDLE,52,25
MC DAVID,32568,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/26/2020,,W,F,1261,MOLINO PARK ELEMENTARY,52,27
PENSACOLA,32507,SOCIAL STUDIES TEACHER   6-8,Y,EEA,64.87,10/2/2003,,W,F,61,BELLVIEW MIDDLE,58,17
PENSACOLA,32504,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,2/23/2012,,W,F,461,SCENIC HEIGHTS ELEMENTARY,62,36
CANTONMENT,32533,LANGUAGE ARTS TEACHER    9-12,N,EEA,0.0,,,W,M,281,ESCAMBIA HIGH,41,17
PENSACOLA,32526,SOCIAL STUDIES TEACHER   9-12,Y,EEA,64.87,9/20/2014,,B,M,951,WASHINGTON HIGH,61,16
PENSACOLA,32526,EDUCATIONAL RESOURCE TEACHER,Y,EEA,64.87,9/15/2005,,B,F,866,SUCCESS ACADEMY,55,15
GULF BREEZE,32561,LIBRARIAN/MEDIA SPEC  K-5,Y,EEA,64.87,12/8/2015,,W,F,381,NAVY POINT ELEMENTARY,48,20
PACE,32571,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,4/4/2005,,W,M,221,RANSOM MIDDLE,63,16
CANTONMENT,32533,BUSINESS ED TEACHER 6-8,Y,EEA,64.87,10/11/2007,,W,F,221,RANSOM MIDDLE,61,24
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,2/14/2007,,B,M,451,PLEASANT GROVE ELEMENTARY,60,16
ATMORE,36502,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/15/2009,,W,F,101,BRATT ELEMENTARY,50,20
CANTONMENT,32533,MATHEMATICS TEACHER   6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,55,31
CANTONMENT,32533,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,5/2/1988,,W,F,231,CORDOVA PARK ELEMENTARY,65,33
PENSACOLA,32503,READING TEACHER   K-5,Y,EEA,64.87,5/18/2015,,W,F,602,HOLM ELEMENTARY,51,27
PENSACOLA,32526,LIBRARIAN/MEDIA SPEC  K-5,N,EEA,0.0,,,W,F,1281,GLOBAL LEARNING ACADEMY,55,27
PENSACOLA,32534,MUSIC TEACHER K-5,Y,EEA,64.87,7/14/2011,,W,M,31,JIM ALLEN ELEMENTARY,58,23
PENSACOLA,32507,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,F,951,WASHINGTON HIGH,56,30
PENSACOLA,32514,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/1/2015,,W,F,863,LONGLEAF ELEMENTARY,57,30
MOLINO,32577,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,921,MCARTHUR ELEMENTARY,48,26
SPANISH FORT,36527,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,1311,KINGSFIELD ELEMENTARY,47,22
PENSACOLA,32526,READING TEACHER   9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,50,16
CANTONMENT,32533,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,58,35
PENSACOLA,32514,DIV CAREER TECH COORDINATOR-VOC,Y,EEA,64.87,12/19/1994,,W,F,861,GEORGE STONE TECHNICAL COLLEGE,61,26
PENSACOLA,32526,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,10/23/2004,,W,F,51,BELLVIEW ELEMENTARY,45,16
PENSACOLA,32505,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,,,W,F,863,LONGLEAF ELEMENTARY,47,19
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,42,17
PENSACOLA,32503,SCHOOL SOCIAL WORKER,Y,EEA,64.87,4/26/2005,,B,F,9419,SOCIAL WORK DEPARTMENT,51,16
PENSACOLA,32503,SCHOOL COUNSELOR  K-5,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,52,27
CANTONMENT,32533,MUSIC TEACHER K-5,Y,EEA,64.87,3/3/2011,,W,F,1241,BLUE ANGELS ELEMENTARY,40,15
CANTONMENT,32533,DEAN   9-12,N,EEA,0.0,,,B,F,1251,WEST FLORIDA TECH HIGH,45,21
CANTONMENT,32533,LANGUAGE ARTS TEACHER    9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,51,28
PENSACOLA,32501,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,451,PLEASANT GROVE ELEMENTARY,58,21
PENSACOLA,32503,PHYSICAL ED TEACHER 6-8,N,EEA,0.0,,,B,F,61,BELLVIEW MIDDLE,66,16
MOLINO,32577,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,2/24/2015,,W,F,1261,MOLINO PARK ELEMENTARY,45,19
CANTONMENT,32533,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,7/7/2020,,W,F,301,FERRY PASS MIDDLE,59,17
PENSACOLA,32507,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/10/2005,,B,F,551,WARRINGTON ELEMENTARY,63,16
PENSACOLA,32503,5TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,49,21
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,10/1/2018,,W,F,371,MYRTLE GROVE ELEMENTARY,51,30
PENSACOLA,32514,SCIENCE TEACHER   9-12,N,EEA,0.0,,,W,M,521,TATE HIGH,41,15
PENSACOLA,32503,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,66,17
PENSACOLA,32526,PHYSICAL ED TEACHER K-5,N,EEA,0.0,,,W,F,21,CARO ELEMENTARY,60,33
PENSACOLA,32506,SCHOOL COUNSELOR  9-12,N,EEA,0.0,,,W,F,281,ESCAMBIA HIGH,48,16
PENSACOLA,32504,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,10/5/2004,,W,F,863,LONGLEAF ELEMENTARY,60,35
CANTONMENT,32533,SCIENCE TEACHER   9-12,Y,EEA,64.87,8/14/2002,,W,F,521,TATE HIGH,54,18
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/6/2005,,W,F,601,WORKMAN MIDDLE,70,19
PENSACOLA,32503,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,B,F,771,LINCOLN PARK ELEMENTARY,37,17
PENSACOLA,32504,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/17/1999,,W,F,461,SCENIC HEIGHTS ELEMENTARY,46,21
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,1/5/2004,,W,F,863,LONGLEAF ELEMENTARY,48,20
PENSACOLA,32501,PHYSICAL ED TEACHER K-5,Y,EEA,64.87,3/15/2006,,B,M,391,OAKCREST ELEMENTARY,49,16
MOLINO,32577,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1261,MOLINO PARK ELEMENTARY,45,25
PENSACOLA,32507,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,3/3/2020,,W,F,451,PLEASANT GROVE ELEMENTARY,56,32
MOLINO,32577,LANGUAGE ARTS TEACHER    9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,62,27
PENSACOLA,32503,ISS/ILR TEACHER 6-8,N,EEA,0.0,,,W,M,221,RANSOM MIDDLE,70,26
PACE,32571,MATHEMATICS TEACHER   9-12,N,EEA,0.0,,,W,M,951,WASHINGTON HIGH,56,19
PENSACOLA,32503,ENG AS A SECOND LANGUAGE K-12,Y,EEA,64.87,2/13/2003,,W,F,271,ENSLEY ELEMENTARY,62,20
MOLINO,32577,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,,,W,F,1261,MOLINO PARK ELEMENTARY,55,21
GULF BREEZE,32563,PHYSICAL ED TEACHER K-5,N,EEA,0.0,7/19/2004,,W,M,921,MCARTHUR ELEMENTARY,63,19
PENSACOLA,32504,TSA-PARENT & COMM. INVOLVEMENT,N,EEA,0.0,,,W,F,9374,TITLE I,56,16
MILTON,32570,SOCIAL STUDIES TEACHER   9-12,N,EEA,0.0,,,W,F,1251,WEST FLORIDA TECH HIGH,41,15
PENSACOLA,32503,DRAMA TEACHER 9-12,Y,EEA,64.87,11/19/2001,,W,F,951,WASHINGTON HIGH,51,19
MILTON,32570,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,8/14/2018,,W,F,111,BRENTWOOD ELEMENTARY,49,26
CANTONMENT,32533,SCHOOL COUNSELOR  6-8,N,EEA,0.0,,,B,F,221,RANSOM MIDDLE,58,27
CANTONMENT,32533,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/22/2007,,W,F,291,FERRY PASS ELEMENTARY,60,15
LILLIAN,36549,BUSINESS ED TEACHER-VOC,N,EEA,0.0,,,W,M,861,GEORGE STONE TECHNICAL COLLEGE,64,17
CANTONMENT,32533,SOCIAL STUDIES TEACHER   9-12,Y,EEA,64.87,9/12/2006,,W,M,521,TATE HIGH,55,16
CENTURY,32535,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,51,24
CANTONMENT,32533,ESE-ADAPTIVE P.E. TEACHER,N,EEA,0.0,12/19/2008,5/17/2012,I,M,9360,EXCEPTIONAL STUDENT ED-WK LOC,51,26
CANTONMENT,32533,LIBRARIAN/MEDIA SPEC  6-8,Y,EEA,64.87,10/21/2010,,W,F,541,ERNEST WARD MIDDLE,58,23
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,441,PINE MEADOW ELEMENTARY,60,36
PENSACOLA,32503,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,451,PLEASANT GROVE ELEMENTARY,50,28
GULF BREEZE,32561,TSA-INSTRUCTIONAL TRAINING,N,EEA,0.0,,,W,F,9205,STAFF DEVELOPMENT,44,20
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/17/2004,,W,F,491,SHERWOOD ELEMENTARY,58,21
PENSACOLA,32526,READING TEACHER   9-12,Y,EEA,64.87,3/1/2004,,B,F,862,PINE FOREST HIGH,62,19
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1241,BLUE ANGELS ELEMENTARY,50,24
PENSACOLA,32506,PHYSICAL ED TEACHER K-5,N,EEA,0.0,,,W,F,21,CARO ELEMENTARY,61,31
PENSACOLA,32503,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,231,CORDOVA PARK ELEMENTARY,53,27
PENSACOLA,32503,LIBRARIAN/MEDIA SPEC  6-8,Y,EEA,64.87,5/4/2010,,W,F,601,WORKMAN MIDDLE,67,21
PENSACOLA,32534,MATHEMATICS TEACHER   6-8,Y,EEA,64.87,10/29/2001,,B,F,61,BELLVIEW MIDDLE,60,19
GULF BREEZE,32563,LIBRARIAN/MEDIA SPEC  K-5,N,EEA,0.0,,,W,F,501,SUTER ELEMENTARY,50,23
PENSACOLA,32514,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,12/2/2004,,B,F,491,SHERWOOD ELEMENTARY,60,24
PENSACOLA,32504,CHILD FIND SPECIALIST,Y,EEA,64.87,11/19/2001,,W,F,9370,F.D.L.R.S.,61,22
CANTONMENT,32533,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,441,PINE MEADOW ELEMENTARY,62,39
PENSACOLA,32503,LANGUAGE ARTS TEACHER    9-12,N,EEA,0.0,,,W,F,951,WASHINGTON HIGH,60,27
CANTONMENT,32533,MATHEMATICS TEACHER   9-12,Y,EEA,64.87,8/18/2003,,W,F,1251,WEST FLORIDA TECH HIGH,53,17
PENSACOLA,32526,ART TEACHER K-5,N,EEA,0.0,,,B,M,381,NAVY POINT ELEMENTARY,59,16
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/12/2014,,W,F,1311,KINGSFIELD ELEMENTARY,47,26
PENSACOLA,32503,ART TEACHER 9-12,Y,EEA,64.87,8/20/2015,,W,F,1231,NORTHVIEW HIGH,55,20
CENTURY,32535,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/17/2006,,W,F,101,BRATT ELEMENTARY,39,15
CANTONMENT,32533,FAMILY/CONSUMER SCIENCE TEACHER 6-8,Y,EEA,64.87,8/18/2000,,W,F,221,RANSOM MIDDLE,62,20
PENSACOLA,32507,SOCIAL STUDIES TEACHER   9-12,Y,EEA,64.87,11/20/2003,,B,F,281,ESCAMBIA HIGH,57,29
PENSACOLA,32506,LIBRARIAN/MEDIA SPEC  K-5,N,EEA,0.0,,,W,F,451,PLEASANT GROVE ELEMENTARY,66,31
PENSACOLA,32526,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,1/12/2004,,W,M,21,CARO ELEMENTARY,66,17
PENSACOLA,32514,ENG AS A SECOND LANGUAGE K-12,N,EEA,0.0,,,W,F,461,SCENIC HEIGHTS ELEMENTARY,56,27
CANTONMENT,32533,TECHNOLOGY ED TEACHER 6-8,Y,EEA,64.87,9/1/1988,,W,M,221,RANSOM MIDDLE,57,32
PENSACOLA,32534,PHYSICAL ED TEACHER 9-12,N,EEA,0.0,,,W,M,1251,WEST FLORIDA TECH HIGH,39,15
PENSACOLA,32526,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,,,W,F,391,OAKCREST ELEMENTARY,44,22
PENSACOLA,32506,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,Y,EEA,64.87,8/18/1997,,W,F,61,BELLVIEW MIDDLE,45,23
PENSACOLA,32504,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,501,SUTER ELEMENTARY,40,16
PENSACOLA,32514,CONSULTING TEACHER,Y,EEA,64.87,4/30/1994,,B,F,9207,START/PROFESSIONAL LEARNING,52,27
CANTONMENT,32533,TSA-SCIENCE,Y,EEA,64.87,9/9/2011,,W,F,9209,MATH/SCIENCE,52,28
PENSACOLA,32507,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,391,OAKCREST ELEMENTARY,58,16
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,64.87,9/5/2003,,H,F,1241,BLUE ANGELS ELEMENTARY,54,17
PENSACOLA,32514,MUSIC TEACHER K-5,Y,EEA,64.87,2/27/2006,,W,F,231,CORDOVA PARK ELEMENTARY,67,31
PENSACOLA,32506,ESE-ASD TEACHER,Y,EEA,64.87,8/24/2011,,W,F,1241,BLUE ANGELS ELEMENTARY,55,28
PENSACOLA,32506,CURRICULUM COORDINATOR K-5,Y,EEA,64.87,9/9/2011,,W,F,602,HOLM ELEMENTARY,57,16
PENSACOLA,32514,ESE-VE SELF-CONTAINED TEACHER,Y,EEA,64.87,9/14/2010,,W,F,221,RANSOM MIDDLE,51,27
PENSACOLA,32503,CURRICULUM COORDINATOR K-5,N,EEA,0.0,,,B,F,471,SEMMES ELEMENTARY,41,17
MILTON,32570,3RD GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/26/2000,,W,M,921,MCARTHUR ELEMENTARY,50,20
PENSACOLA,32534,TSA-INSTRUCTIONAL TECHNOLOGY MENTOR,N,EEA,0.0,,,W,F,9125,INFORMATION TECHNOLOGY,56,25
CANTONMENT,32533,PHYSICAL ED TEACHER 6-8,Y,EEA,64.87,10/8/2008,,B,M,301,FERRY PASS MIDDLE,46,15
PENSACOLA,32503,SOCIAL STUDIES TEACHER   9-12,Y,EEA,64.87,8/18/2010,,W,M,521,TATE HIGH,40,16
ATMORE,36502,SCIENCE TEACHER   6-8,Y,EEA,64.87,8/19/2009,,W,F,541,ERNEST WARD MIDDLE,48,16
PENSACOLA,32506,READING TEACHER   K-5,Y,EEA,64.87,12/8/2009,,B,F,551,WARRINGTON ELEMENTARY,52,24
CRESTVIEW,32536,HEALTH OCCUPATIONS TEACHER-VOC,N,EEA,0.0,,,W,M,1251,WEST FLORIDA TECH HIGH,62,17
PENSACOLA,32514,ISS/ILR TEACHER 9-12,Y,EEA,64.87,11/12/1996,,W,M,521,TATE HIGH,58,29
PENSACOLA,32526,4TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,50,14
PENSACOLA,32503,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,8/23/2004,5/12/2018,W,F,501,SUTER ELEMENTARY,57,16
PENSACOLA,32504,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,231,CORDOVA PARK ELEMENTARY,62,24
PENSACOLA,32514,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,1/25/2011,,W,F,461,SCENIC HEIGHTS ELEMENTARY,50,25
PENSACOLA,32506,TSA-INSTRUCTIONAL TECHNOLOGY MENTOR,N,EEA,0.0,,,W,F,9125,INFORMATION TECHNOLOGY,65,30
PENSACOLA,32514,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,62,31
PENSACOLA,32503,SCIENCE TEACHER   9-12,Y,EEA,64.87,8/9/2004,,B,F,521,TATE HIGH,44,16
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/4/2009,,W,F,371,MYRTLE GROVE ELEMENTARY,53,30
PACE,32571,LIBRARIAN/MEDIA SPEC  9-12,N,EEA,0.0,,,W,F,521,TATE HIGH,46,25
MILTON,32571,ESE-BEHAVIOR COACH,N,EEA,0.0,,,W,F,951,WASHINGTON HIGH,60,19
PENSACOLA,32506,ESE-INCLUSION SUPPORT TEACHER,N,EEA,0.0,,,W,F,1251,WEST FLORIDA TECH HIGH,48,21
PENSACOLA,32534,LANGUAGE ARTS TEACHER    9-12,Y,EEA,64.87,10/1/2018,,W,F,411,PENSACOLA HIGH,72,45
MOLINO,32577,ESE-O.J.T. COORDINATOR,N,EEA,0.0,,,W,F,521,TATE HIGH,43,18
PENSACOLA,32504,5TH GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,501,SUTER ELEMENTARY,53,28
PENSACOLA,32526,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,A,F,1311,KINGSFIELD ELEMENTARY,48,22
PENSACOLA,32507,KINDERGARTEN-SELF CONTAINED,Y,EEA,64.87,11/2/1990,,W,F,21,CARO ELEMENTARY,57,32
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,101,BRATT ELEMENTARY,63,17
PENSACOLA,32507,4TH GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,8/11/2006,,W,F,1241,BLUE ANGELS ELEMENTARY,39,15
PENSACOLA,32503,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,B,F,291,FERRY PASS ELEMENTARY,39,25
PENSACOLA,32505,LANGUAGE ARTS TEACHER    9-12,Y,EEA,64.87,2/25/2010,,W,M,521,TATE HIGH,64,27
NAVARRE,32566,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,F,191,COOK ELEMENTARY,61,33
CANTONMENT,32533,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,9/12/2014,,W,F,501,SUTER ELEMENTARY,47,27
PENSACOLA,32526,SCIENCE TEACHER   9-12,Y,EEA,64.87,7/18/2003,,W,M,951,WASHINGTON HIGH,47,18
PENSACOLA,32534,LIBRARIAN/MEDIA SPEC  6-8,Y,EEA,64.87,8/23/2005,,B,F,301,FERRY PASS MIDDLE,56,20
PENSACOLA,32506,MATHEMATICS TEACHER   6-8,Y,EEA,64.87,2/28/2002,,W,F,1221,BAILEY MIDDLE,61,19
PENSACOLA,32506,1ST GRADE TCHR--SELF CONTAINED,N,EEA,0.0,10/24/2013,3/6/2015,W,F,451,PLEASANT GROVE ELEMENTARY,54,25
PENSACOLA,32507,ESE-INCLUSION SUPPORT TEACHER,Y,EEA,66.37,1/24/1997,,W,F,371,MYRTLE GROVE ELEMENTARY,64,33
PENSACOLA,32504,MATHEMATICS TEACHER   6-8,Y,EEA,64.87,4/3/2018,,W,F,301,FERRY PASS MIDDLE,51,16
PENSACOLA,32503,RESOURCE TEACHER,Y,EEA,64.87,9/5/2003,,B,M,281,ESCAMBIA HIGH,53,17
PENSACOLA,32526,SCHOOL COUNSELOR  K-5,N,EEA,0.0,,,W,M,941,BEULAH ELEMENTARY,56,24
PENSACOLA,32507,ESE-GIFTED SELF-CONTAINED/CLUSTER TCHR,N,EEA,0.0,,,W,M,1241,BLUE ANGELS ELEMENTARY,48,22
CANTONMENT,32533,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,M,441,PINE MEADOW ELEMENTARY,63,27
PENSACOLA,32526,KINDERGARTEN-SELF CONTAINED,N,EEA,0.0,,,W,F,941,BEULAH ELEMENTARY,59,32
PENSACOLA,32514,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1201,LIPSCOMB ELEMENTARY,40,15
PENSACOLA,32526,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,3/3/2011,,W,F,1241,BLUE ANGELS ELEMENTARY,47,26
CANTONMENT,32533,HEALTH OCCUPATIONS TEACHER-VOC,N,EEA,0.0,,,W,F,521,TATE HIGH,46,21
PENSACOLA,32526,ESE-OCCUPATIONAL SPEC./JOB COACH,N,EEA,0.0,,,B,F,9360,EXCEPTIONAL STUDENT ED-WK LOC,50,20
CANTONMENT,32533,ESE-ADAPTIVE P.E. TEACHER,Y,EEA,64.87,9/10/1996,,W,M,9360,EXCEPTIONAL STUDENT ED-WK LOC,52,26
PENSACOLA,32503,PHYSICAL ED TEACHER 9-12,N,EEA,0.0,,,W,M,951,WASHINGTON HIGH,44,25
PENSACOLA,32503,ART TEACHER K-5,N,EEA,0.0,,,W,F,9380,ITINERANT FINE ARTS,47,16
PENSACOLA,32506,2ND GRADE TCHR--SELF CONTAINED,N,EEA,0.0,8/9/2004,2/28/2016,W,F,451,PLEASANT GROVE ELEMENTARY,44,16
PENSACOLA,32526,MUSIC TEACHER K-5,Y,EEA,64.87,9/10/2010,,W,M,111,BRENTWOOD ELEMENTARY,64,24
PENSACOLA,32506,1ST GRADE TCHR--SELF CONTAINED,Y,EEA,64.87,9/1/1989,,W,F,1241,BLUE ANGELS ELEMENTARY,59,33
PENSACOLA,32504,TECHNOLOGY ED TEACHER 6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,45,22
PENSACOLA,32514,SCHOOL COUNSELOR  9-12,Y,EEA,64.87,11/15/2002,,B,M,411,PENSACOLA HIGH,60,32
PENSACOLA,32514,BAND DIRECTOR    6-8,N,EEA,0.0,,,W,F,221,RANSOM MIDDLE,47,21
CANTONMENT,32533,3RD GRADE TCHR--SELF CONTAINED,N,EEA,0.0,,,W,F,1311,KINGSFIELD ELEMENTARY,50,26
